crop_name,disease_name,symptoms,recommended_fertilizers,recommended_insecticides,image_url
Watermelon,Smut,Necrotic areas,"Magnesium, Phosphorous","Acetamiprid, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Watermelon,Scab,Fungal patches,"Potassium, Nitrogen","Permethrin, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Watermelon,Mosaic Virus,Leaf curling,"Potassium, Calcium","Cypermethrin, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Melon,Leaf Blight,Dark spots,"Magnesium, Phosphorous","Lambda-cyhalothrin, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Melon,Rust,Leaf curling,"Potassium, Calcium","Permethrin, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Melon,Powdery Mildew,Yellowing leaves,"Magnesium, Calcium","Chlorantraniliprole, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Melon,Downy Mildew,White powdery coating,"Potassium, Phosphorous","Lambda-cyhalothrin, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Melon,Root Rot,Fungal patches,"Phosphorous, Nitrogen","Acetamiprid, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Melon,Wilt,Water-soaked lesions,"Sulfur, Nitrogen","Malathion, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Melon,Anthracnose,Chlorosis,"Nitrogen, Potassium","Imidacloprid, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Melon,Smut,Fungal patches,"Sulfur, Phosphorous","Imidacloprid, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Melon,Scab,Necrotic areas,"Sulfur, Nitrogen","Permethrin, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Melon,Mosaic Virus,Yellowing leaves,"Magnesium, Potassium","Chlorantraniliprole, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cherry,Leaf Blight,Fungal patches,"Calcium, Nitrogen","Carbaryl, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cherry,Rust,Yellowing leaves,"Sulfur, Magnesium","Carbaryl, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cherry,Powdery Mildew,Water-soaked lesions,"Sulfur, Potassium","Chlorantraniliprole, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cherry,Downy Mildew,Necrotic areas,"Potassium, Sulfur","Lambda-cyhalothrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cherry,Root Rot,White powdery coating,"Nitrogen, Sulfur","Carbaryl, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cherry,Wilt,Dark spots,"Sulfur, Calcium","Malathion, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cherry,Anthracnose,White powdery coating,"Magnesium, Potassium","Permethrin, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Cherry,Smut,Water-soaked lesions,"Magnesium, Calcium","Spinosad, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cherry,Scab,Chlorosis,"Calcium, Potassium","Thiamethoxam, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Cherry,Mosaic Virus,Wilting,"Magnesium, Potassium","Chlorantraniliprole, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Soybean,Leaf Blight,Chlorosis,"Calcium, Magnesium","Malathion, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Soybean,Rust,White powdery coating,"Calcium, Nitrogen","Cypermethrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Soybean,Powdery Mildew,Wilting,"Potassium, Phosphorous","Acetamiprid, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Soybean,Downy Mildew,Yellowing leaves,"Sulfur, Potassium","Acetamiprid, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Soybean,Root Rot,White powdery coating,"Sulfur, Phosphorous","Acetamiprid, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Soybean,Wilt,Dark spots,"Phosphorous, Nitrogen","Imidacloprid, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Soybean,Anthracnose,Dark spots,"Magnesium, Nitrogen","Lambda-cyhalothrin, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Soybean,Smut,White powdery coating,"Calcium, Nitrogen","Cypermethrin, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Soybean,Scab,Necrotic areas,"Magnesium, Sulfur","Imidacloprid, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Soybean,Mosaic Virus,Leaf curling,"Sulfur, Calcium","Lambda-cyhalothrin, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Peanut,Leaf Blight,Water-soaked lesions,"Nitrogen, Sulfur","Imidacloprid, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Peanut,Rust,Water-soaked lesions,"Potassium, Phosphorous","Cypermethrin, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Peanut,Powdery Mildew,Chlorosis,"Calcium, Phosphorous","Chlorantraniliprole, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Peanut,Downy Mildew,Chlorosis,"Phosphorous, Calcium","Acetamiprid, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Peanut,Root Rot,Necrotic areas,"Magnesium, Phosphorous","Chlorantraniliprole, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Peanut,Wilt,Yellowing leaves,"Phosphorous, Nitrogen","Carbaryl, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Peanut,Anthracnose,Necrotic areas,"Potassium, Sulfur","Thiamethoxam, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Peanut,Smut,Water-soaked lesions,"Phosphorous, Magnesium","Cypermethrin, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Peanut,Scab,White powdery coating,"Magnesium, Nitrogen","Spinosad, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Peanut,Mosaic Virus,Dark spots,"Magnesium, Phosphorous","Chlorantraniliprole, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Lentil,Leaf Blight,Dark spots,"Potassium, Calcium","Carbaryl, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Lentil,Rust,Dark spots,"Nitrogen, Phosphorous","Acetamiprid, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Lentil,Powdery Mildew,Stunted growth,"Magnesium, Sulfur","Lambda-cyhalothrin, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Lentil,Downy Mildew,Stunted growth,"Calcium, Potassium","Imidacloprid, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Lentil,Root Rot,Chlorosis,"Sulfur, Nitrogen","Spinosad, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Lentil,Wilt,Fungal patches,"Magnesium, Phosphorous","Spinosad, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Lentil,Anthracnose,Chlorosis,"Magnesium, Sulfur","Chlorantraniliprole, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Lentil,Smut,Wilting,"Potassium, Nitrogen","Cypermethrin, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Lentil,Scab,Chlorosis,"Magnesium, Sulfur","Imidacloprid, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Lentil,Mosaic Virus,Water-soaked lesions,"Phosphorous, Sulfur","Malathion, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Chickpea,Leaf Blight,Wilting,"Potassium, Magnesium","Cypermethrin, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Chickpea,Rust,Chlorosis,"Sulfur, Calcium","Acetamiprid, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Chickpea,Powdery Mildew,Chlorosis,"Magnesium, Calcium","Spinosad, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Chickpea,Downy Mildew,Stunted growth,"Calcium, Nitrogen","Imidacloprid, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Chickpea,Root Rot,Yellowing leaves,"Phosphorous, Sulfur","Permethrin, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Chickpea,Wilt,Yellowing leaves,"Calcium, Magnesium","Imidacloprid, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Chickpea,Anthracnose,White powdery coating,"Magnesium, Sulfur","Acetamiprid, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Chickpea,Smut,Dark spots,"Calcium, Phosphorous","Imidacloprid, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Chickpea,Scab,Fungal patches,"Magnesium, Sulfur","Lambda-cyhalothrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Chickpea,Mosaic Virus,Water-soaked lesions,"Magnesium, Nitrogen","Chlorantraniliprole, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Pea,Leaf Blight,White powdery coating,"Calcium, Sulfur","Cypermethrin, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Pea,Rust,Chlorosis,"Calcium, Magnesium","Carbaryl, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Pea,Powdery Mildew,Yellowing leaves,"Magnesium, Sulfur","Imidacloprid, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Pea,Downy Mildew,Yellowing leaves,"Phosphorous, Potassium","Malathion, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Pea,Root Rot,Yellowing leaves,"Potassium, Magnesium","Spinosad, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Pea,Wilt,Fungal patches,"Phosphorous, Calcium","Lambda-cyhalothrin, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Pea,Anthracnose,Dark spots,"Magnesium, Calcium","Permethrin, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Pea,Smut,Stunted growth,"Potassium, Sulfur","Permethrin, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Pea,Scab,Leaf curling,"Nitrogen, Magnesium","Imidacloprid, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Pea,Mosaic Virus,Leaf curling,"Potassium, Nitrogen","Thiamethoxam, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Green Gram,Leaf Blight,Wilting,"Phosphorous, Calcium","Lambda-cyhalothrin, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Green Gram,Rust,Stunted growth,"Calcium, Potassium","Thiamethoxam, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Green Gram,Powdery Mildew,Leaf curling,"Calcium, Phosphorous","Imidacloprid, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Green Gram,Downy Mildew,Chlorosis,"Nitrogen, Sulfur","Thiamethoxam, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Green Gram,Root Rot,Fungal patches,"Potassium, Phosphorous","Malathion, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Green Gram,Wilt,Necrotic areas,"Phosphorous, Calcium","Spinosad, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Green Gram,Anthracnose,Water-soaked lesions,"Calcium, Nitrogen","Malathion, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Green Gram,Smut,Wilting,"Nitrogen, Potassium","Spinosad, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Green Gram,Scab,Water-soaked lesions,"Sulfur, Nitrogen","Carbaryl, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Green Gram,Mosaic Virus,Necrotic areas,"Nitrogen, Potassium","Acetamiprid, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Black Gram,Leaf Blight,Yellowing leaves,"Magnesium, Phosphorous","Permethrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Black Gram,Rust,Leaf curling,"Nitrogen, Sulfur","Cypermethrin, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Black Gram,Powdery Mildew,Stunted growth,"Calcium, Sulfur","Permethrin, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Black Gram,Downy Mildew,White powdery coating,"Phosphorous, Potassium","Malathion, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Black Gram,Root Rot,White powdery coating,"Sulfur, Calcium","Lambda-cyhalothrin, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Black Gram,Wilt,White powdery coating,"Phosphorous, Sulfur","Acetamiprid, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Black Gram,Anthracnose,Yellowing leaves,"Sulfur, Magnesium","Permethrin, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Black Gram,Smut,Yellowing leaves,"Magnesium, Phosphorous","Acetamiprid, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Black Gram,Scab,Water-soaked lesions,"Calcium, Nitrogen","Spinosad, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Black Gram,Mosaic Virus,White powdery coating,"Potassium, Sulfur","Thiamethoxam, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Kidney Bean,Leaf Blight,Wilting,"Potassium, Sulfur","Acetamiprid, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Kidney Bean,Rust,Leaf curling,"Sulfur, Phosphorous","Permethrin, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Kidney Bean,Powdery Mildew,Chlorosis,"Sulfur, Calcium","Spinosad, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Kidney Bean,Downy Mildew,White powdery coating,"Sulfur, Calcium","Thiamethoxam, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Kidney Bean,Root Rot,White powdery coating,"Calcium, Phosphorous","Imidacloprid, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Kidney Bean,Wilt,Leaf curling,"Potassium, Magnesium","Cypermethrin, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Kidney Bean,Anthracnose,Dark spots,"Sulfur, Calcium","Cypermethrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Kidney Bean,Smut,White powdery coating,"Calcium, Nitrogen","Carbaryl, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Kidney Bean,Scab,Water-soaked lesions,"Magnesium, Calcium","Imidacloprid, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Kidney Bean,Mosaic Virus,Necrotic areas,"Sulfur, Calcium","Permethrin, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Cowpea,Leaf Blight,Dark spots,"Potassium, Magnesium","Cypermethrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Cowpea,Rust,Stunted growth,"Sulfur, Magnesium","Chlorantraniliprole, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cowpea,Powdery Mildew,Necrotic areas,"Magnesium, Sulfur","Permethrin, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cowpea,Downy Mildew,Leaf curling,"Calcium, Sulfur","Imidacloprid, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
